fund_id,nav,aum_in_cr,expense_ratio,1yr_return,3yr_return,5yr_return
15580,76.2,18886.75,2.26,33.96,14.08,6.43
15581,217.13,17890.48,1.33,30.83,12.04,15.38
15582,346.18,33734.53,2.09,6.73,9.18,12.25
15583,230.45,20434.96,1.93,29.3,18.7,7.06
15584,10.9,38934.14,1.41,13.4,11.5,4.09
15585,484.49,41007.14,0.51,1.68,26.34,4.33
15586,137.57,14827.47,2.2,28.91,17.88,21.81
15587,265.99,45448.55,1.3,28.06,-0.62,9.11
15588,305.24,47882.94,1.68,-2.65,21.62,15.84
15589,283.64,41726.07,1.9,27.33,27.85,10.6
15590,285.86,12703.8,2.7,-3.41,8.86,9.61
15591,188.53,31537.96,0.88,11.41,20.34,14.65
15592,139.01,19755.76,2.21,29.9,19.64,3.75
15593,181.93,3634.01,2.88,-5.05,0.14,6.35
15594,222.9,47350.66,1.35,11.8,-3.61,10.27
15595,237.46,30348.64,1.62,20.35,3.63,17.71
15596,69.67,37422.62,2.84,32.7,6.12,6.72
15597,316.99,12954.54,1.73,-3.07,16.79,21.75
15598,230.92,25972.75,0.57,12.98,9.5,16.69
15599,141.88,14914.19,2.73,34.38,26.26,2.62
15600,39.58,9937.57,2.71,23.97,13.73,21.38
15601,161.05,37404.91,0.57,29.77,19.86,18.95
15602,434.45,49709.99,1.01,-8.7,6.81,3.97
15603,495.85,27007.75,0.76,29.28,14.41,23.41
15604,494.27,18078.36,2.22,38.72,15.68,15.32
15605,45.42,500.43,2.12,1.56,16.31,7.67
15606,304.05,4124.84,0.89,3.77,13.96,23.68
15607,65.44,13078.14,1.11,-8.03,4.38,11.57
15608,413.02,19352.96,1.19,-3.66,4.93,9.72
15609,198.29,29173.67,2.76,28.79,-1.2,18.99
15610,497.84,14442.48,2.99,37.04,28.09,20.04
15611,326.04,12083.05,2.55,26.46,22.94,18.11
15612,344.69,25895.3,1.52,30.48,9.86,9.74
15613,111.59,25255.12,2.01,12.02,11.73,0.5
15614,226.57,19793.1,0.74,15.91,17.87,9.1
15615,260.12,14696.1,2.81,20.82,19.81,24.48
15616,52.74,43445.58,2.55,19.03,27.62,23.82
15617,416.99,11878.0,2.1,4.5,8.68,20.61
15618,452.89,41678.77,1.05,18.55,20.71,23.43
15619,124.3,32536.02,2.1,0.77,13.54,18.31
15620,456.39,2036.36,1.64,-9.02,11.92,16.57
15621,476.95,22902.71,1.79,-2.56,20.62,8.12
15622,228.97,8632.96,2.96,16.79,16.77,18.3
15623,35.04,285.64,2.64,25.51,13.13,15.73
15624,54.73,38421.71,2.89,4.02,19.42,17.57
15625,165.24,46670.73,2.01,38.67,20.16,2.33
15626,313.41,1324.64,1.08,18.99,0.26,23.76
15627,343.79,48252.3,1.72,2.79,9.53,8.07
15628,283.86,34808.13,2.84,15.76,0.1,11.28
15629,349.04,23222.9,1.15,5.67,12.36,6.17
15630,230.9,34351.7,1.33,15.94,22.51,19.33
15631,435.11,31745.24,1.97,12.76,26.22,7.03
15632,254.18,13263.29,1.23,34.0,14.4,20.73
15633,252.8,48433.22,1.33,16.67,23.39,13.7
15634,195.84,30788.85,2.57,31.46,2.03,15.86
15635,291.65,16292.93,2.15,-4.41,1.91,9.71
15636,106.31,26055.08,2.33,15.38,15.8,16.27
15637,415.0,22537.52,1.85,1.66,3.64,2.22
15638,170.75,21240.07,0.82,7.49,9.82,16.96
15639,26.23,39802.37,1.96,15.94,26.86,4.64
15640,147.11,17781.28,2.46,13.29,6.15,2.84
15641,360.32,19841.96,1.01,11.85,23.07,15.9
15642,243.51,24816.5,1.68,10.36,1.48,2.14
15643,75.7,45348.72,2.65,25.56,-1.77,13.31
15644,303.86,32930.05,2.0,-5.67,-1.21,3.74
15645,209.38,10605.55,0.67,-4.48,12.11,5.49
15646,481.04,11971.78,1.07,-3.75,-1.89,2.47
15647,294.21,17935.87,2.55,37.95,8.16,2.48
15648,278.17,16790.41,2.83,10.74,17.73,17.65
15649,216.36,36228.64,0.71,-8.7,16.28,20.67
15650,449.8,39833.06,2.26,29.39,1.94,17.7
15651,239.33,47254.63,2.97,21.7,28.16,2.04
15652,161.85,14728.32,1.48,24.17,21.24,19.72
15653,105.85,2627.49,1.82,34.08,12.8,6.37
15654,98.0,23140.55,2.72,-2.57,-3.45,10.2
15655,288.35,21948.67,1.51,19.29,0.14,17.95
15656,254.81,41880.07,0.78,22.67,23.81,22.04
15657,463.67,40595.26,1.59,26.26,20.65,12.47
15658,137.71,35739.34,2.53,-8.7,-3.2,24.02
15659,422.04,36171.55,0.94,24.86,17.29,24.53
15660,165.43,39345.59,1.63,-9.33,0.59,5.66
15661,442.71,13002.58,0.87,30.81,13.7,3.11
15662,62.29,27227.03,2.83,14.28,22.34,22.76
15663,155.66,11496.85,2.65,13.4,15.61,5.98
15664,235.23,47340.82,1.11,18.23,24.58,20.33
15665,165.06,774.83,2.15,28.69,12.64,24.57
15666,101.32,40692.31,1.15,24.17,6.09,19.96
15667,89.76,948.15,1.3,30.63,13.16,0.83
15668,84.84,31934.09,2.86,36.49,7.47,20.58
15669,172.34,9491.16,0.7,-0.35,18.05,9.87
15670,289.54,1009.42,2.72,27.19,25.74,23.31
15671,290.04,13610.24,2.19,38.22,14.34,23.23
15672,31.06,41986.4,1.24,-6.64,6.57,11.11
15673,352.44,25479.85,2.45,16.81,18.09,0.82
15674,65.6,21230.19,1.35,30.72,-2.41,23.48
15675,215.5,27627.92,2.63,-2.47,16.17,19.76
15676,426.63,19653.85,2.88,27.8,17.62,0.15
15677,377.36,30611.78,1.23,6.85,0.22,13.22
15678,206.13,34361.52,1.56,14.58,29.91,1.44
15679,363.57,41942.03,2.29,33.27,28.27,18.95
15680,161.58,7182.09,2.76,32.59,-3.5,24.04
15681,495.94,8712.01,2.48,10.7,23.88,8.76
15682,81.3,48823.49,1.49,12.78,8.2,24.65
15683,265.83,6299.73,1.57,27.29,8.28,14.37
15684,79.77,18059.6,2.51,4.63,11.53,22.56
15685,285.05,22288.88,2.21,33.37,12.43,3.06
15686,311.77,49416.85,2.12,3.7,-3.43,21.96
15687,358.54,43357.76,0.78,8.34,6.13,19.73
15688,398.93,5334.04,1.9,15.16,-3.12,10.22
15689,488.53,43599.21,1.2,18.44,9.78,23.2
15690,499.24,38196.81,1.01,3.3,18.28,2.54
15691,434.96,5813.36,1.78,9.95,-4.26,15.25
15692,208.11,35669.43,1.31,0.81,25.85,22.52
15693,202.79,42587.57,2.26,16.62,23.38,5.27
15694,251.6,12422.83,2.62,27.71,3.07,13.87
15695,182.05,23247.49,0.76,34.29,24.99,22.86
15696,131.77,20949.07,1.02,-0.37,8.0,6.34
15697,411.07,3931.54,1.9,2.96,25.63,9.14
15698,356.57,4572.25,1.04,11.24,2.22,7.98
15699,233.77,4279.19,2.44,13.87,12.6,3.93
15700,399.74,17929.29,2.14,-0.24,10.76,9.42
15701,50.87,38674.87,2.65,15.28,20.86,7.04
15702,275.87,23090.39,1.82,27.22,3.57,24.32
15703,26.67,31554.03,1.27,14.4,-1.62,4.32
15704,313.84,29617.9,2.6,27.31,5.43,16.88
15705,78.23,16913.28,1.41,30.29,29.31,15.56
15706,296.7,24574.27,2.15,8.56,29.04,21.17
15707,85.27,28786.84,2.65,-8.85,28.03,23.9
15708,57.97,43308.04,2.91,14.02,29.04,22.43
15709,156.22,21970.09,2.84,25.79,4.09,18.67
15710,331.88,24564.64,1.95,-1.17,18.45,18.42
15711,116.95,10507.62,2.85,10.08,8.82,22.49
15712,311.64,13780.05,1.65,26.12,-2.33,0.88
15713,339.9,48206.17,2.52,20.68,29.6,23.25
15714,210.52,18703.68,2.4,38.21,-1.58,0.65
15715,442.06,16415.9,2.34,38.59,-0.96,16.34
15716,257.4,25440.79,1.95,30.85,28.5,7.89
15717,77.52,29396.74,0.73,-2.94,8.59,24.0
15718,397.98,4115.9,1.87,22.87,28.96,20.96
15719,436.96,26655.75,2.8,31.34,10.63,7.31
15720,243.39,3838.97,2.6,14.12,26.15,22.79
15721,10.53,18670.9,2.62,31.54,-0.53,13.81
15722,183.6,17407.94,1.27,37.8,18.46,10.09
15723,190.47,2470.67,2.22,24.38,21.8,21.62
15724,261.05,47276.26,0.97,15.05,2.69,21.84
15725,343.04,9167.41,1.85,-9.91,-2.93,9.87
15726,385.21,12070.2,2.84,16.42,15.53,4.43
15727,237.28,17140.02,2.15,21.77,9.36,2.45
15728,212.06,41994.01,0.55,18.88,16.28,7.46
15729,357.06,5283.57,2.83,22.3,26.96,19.17
15730,17.36,3324.99,2.56,7.22,25.0,5.61
15731,303.0,34141.5,2.65,23.25,12.68,22.15
15732,250.03,26037.95,0.56,6.89,18.66,11.7
15733,166.0,41728.29,1.5,16.44,19.8,4.17
15734,215.57,25850.68,1.4,9.85,3.85,2.42
15735,73.02,21606.63,0.53,-1.18,7.7,17.02
15736,369.03,957.47,1.54,-8.7,-0.2,1.75
15737,438.5,49238.31,0.7,38.91,-0.77,0.22
15738,113.46,5547.47,1.95,29.14,5.15,5.77
15739,459.21,11465.44,2.58,0.15,14.56,20.74
15740,312.62,9610.81,1.26,-1.46,12.01,6.85
15741,494.25,16826.41,2.01,33.61,12.52,22.21
15742,67.15,49796.57,1.75,26.13,-0.07,16.98
15743,61.9,48454.23,1.58,29.92,23.72,3.49
15744,306.92,15051.49,2.66,36.96,22.16,21.97
15745,450.08,9552.47,1.16,38.02,29.73,23.01
15746,12.24,28310.95,2.44,-8.3,29.58,6.11
15747,213.7,48818.09,0.71,30.74,1.22,11.78
15748,22.77,32980.93,1.18,32.89,24.89,2.81
15749,48.11,4817.69,0.62,-4.13,19.52,21.65
15750,475.06,46766.21,1.49,21.8,18.46,12.85
15751,49.76,39414.73,1.33,13.06,4.23,21.74
15752,355.94,24777.56,2.37,9.35,3.66,24.83
15753,177.35,30772.4,1.75,-4.55,27.57,0.48
15754,39.21,17122.28,0.85,8.95,18.66,9.68
15755,116.45,45514.01,2.98,8.47,-1.62,5.58
15756,259.38,2816.09,2.19,38.66,23.71,19.57
15757,378.37,27511.59,0.85,27.33,7.75,2.19
15758,295.74,14327.85,2.22,-2.65,-4.79,6.8
15759,439.76,38965.42,1.3,7.05,10.9,7.44
15760,429.41,20486.14,2.61,33.14,-2.11,2.52
15761,474.91,376.21,2.06,29.11,18.13,1.56
15762,190.82,25321.98,1.86,14.76,4.86,18.47
15763,382.76,7882.83,2.02,15.77,5.99,22.53
15764,197.81,38864.19,0.97,-9.71,19.18,8.51
15765,59.61,45303.21,2.26,6.63,17.52,19.02
15766,192.55,532.27,0.52,1.84,13.06,4.92
15767,281.09,44152.35,2.58,20.94,22.32,18.45
15768,395.93,18281.09,2.65,35.54,9.16,9.71
15769,341.09,22854.54,2.6,31.28,29.54,8.49
15770,53.6,49170.21,1.51,9.91,23.07,15.15
15771,454.11,39849.45,2.89,29.11,8.13,24.25
15772,224.45,20881.06,0.66,-5.13,14.67,5.44
15773,112.91,22846.65,2.77,28.64,19.89,8.76
15774,103.43,2844.75,2.76,27.73,4.38,14.92
15775,197.06,14266.42,2.72,-2.81,-4.87,24.0
15776,326.05,8682.38,2.46,4.94,11.71,15.14
15777,281.16,47860.23,2.17,7.85,22.47,4.36
15778,155.12,34581.94,1.46,23.63,12.22,14.21
15779,114.25,31915.73,1.54,26.65,26.23,7.2
15780,206.52,1643.55,0.75,15.31,18.96,22.72
15781,339.47,18841.56,0.81,-6.48,0.32,3.01
15782,174.31,26716.63,0.91,0.16,28.09,15.28
15783,337.24,768.25,2.31,-7.33,20.45,14.98
15784,384.64,17681.66,2.88,31.12,-3.23,7.44
15785,134.11,19136.51,0.61,15.55,7.24,19.96
15786,455.44,20545.84,2.98,19.64,14.13,15.92
15787,177.68,24856.65,2.51,19.71,28.22,14.79
15788,291.51,28629.41,2.33,-2.58,22.98,16.77
15789,308.92,2794.02,2.84,-0.23,29.77,13.27
15790,369.19,14777.9,1.73,-4.72,4.22,19.88
15791,347.95,14691.1,2.9,14.73,8.3,2.9
15792,217.56,9412.43,0.78,-8.67,26.55,19.54
15793,338.33,36812.92,1.96,28.58,10.85,11.59
15794,157.57,42807.99,1.65,2.72,7.21,9.66
15795,335.9,3463.54,1.47,27.31,27.65,4.75
15796,287.12,36875.5,0.7,22.7,4.62,3.75
15797,433.71,34860.31,0.78,-9.27,28.76,1.34
15798,484.89,44221.59,2.08,-7.6,2.67,9.01
15799,462.57,14433.46,1.96,36.68,22.45,10.87
15800,256.5,44763.96,2.72,-8.11,-4.4,23.72
15801,306.29,33524.47,1.45,-3.99,-1.29,22.03
15802,131.02,22989.99,2.2,26.01,18.8,14.46
15803,401.11,16670.09,1.91,30.84,18.78,14.56
15804,72.32,26079.36,1.52,3.08,29.7,0.43
15805,50.2,26987.19,2.32,27.24,6.84,21.66
15806,354.33,18275.56,2.27,35.91,-1.23,20.86
15807,367.35,18465.51,1.83,-3.41,29.01,15.01
15808,467.08,39448.65,1.06,0.75,28.85,21.92
15809,146.39,4817.67,1.88,19.26,-2.98,12.5
15810,335.65,35277.55,0.57,21.28,11.38,0.19
15811,162.64,13286.09,2.1,17.27,8.43,17.66
15812,118.61,18698.49,0.79,11.2,8.06,12.94
15813,45.54,44364.39,2.5,38.25,29.21,24.5
15814,124.47,33353.18,0.84,7.4,18.61,2.16
15815,476.85,12683.77,2.42,-0.93,12.21,6.23
15816,85.96,14391.42,2.12,-6.02,4.36,15.7
15817,307.65,16053.1,3.0,19.1,19.42,23.0
15818,204.98,24819.79,2.49,1.04,2.81,14.51
15819,367.49,17150.66,0.9,-6.71,5.33,10.59
15820,22.25,8041.17,1.49,3.4,-3.91,13.64
15821,358.72,25107.49,1.62,8.14,8.18,6.95
15822,232.38,39642.22,1.92,37.18,-0.42,16.08
15823,73.6,19741.74,1.64,-7.42,8.18,18.09
15824,84.29,7574.23,1.29,21.53,1.03,7.59
15825,267.67,8234.18,1.46,10.51,11.25,10.83
15826,452.85,40468.99,2.65,1.35,17.91,22.73
15827,403.14,47700.94,2.03,12.9,2.22,10.23
15828,171.32,32179.01,1.09,-9.08,13.72,0.48
15829,364.51,15823.46,1.6,36.16,9.21,22.78
15830,218.35,24190.68,1.47,-2.11,24.31,3.35
15831,46.14,10920.58,2.5,33.74,5.52,3.69
15832,408.03,6942.3,1.67,17.23,6.26,8.92
15833,312.25,37444.79,1.82,25.29,27.28,24.56
15834,307.69,25813.76,1.31,-4.36,-3.21,2.98
15835,272.08,12157.26,0.84,32.42,25.38,23.92
15836,65.63,46319.06,0.69,25.12,21.77,2.73
15837,405.03,2326.52,2.53,22.53,29.18,21.2
15838,161.12,13828.94,0.56,-5.71,-0.19,24.93
15839,440.05,12390.07,1.72,1.23,-4.37,5.97
15840,399.72,35137.08,2.36,20.87,28.24,1.56
15841,323.04,19534.68,1.27,27.81,14.38,11.12
15842,196.2,14399.8,1.63,27.54,-2.96,1.98
15843,301.29,8964.66,2.33,13.92,21.14,22.05
15844,169.39,316.15,2.12,7.43,2.66,9.29
15845,65.16,4743.18,1.54,26.26,-1.12,6.24
15846,68.39,16589.03,2.89,-9.8,0.99,19.85
15847,322.69,43766.09,2.75,15.8,6.5,2.81
15848,405.28,7736.26,1.65,34.29,-0.99,17.92
15849,305.96,19020.43,1.29,21.64,10.73,11.19
15850,411.77,11955.53,1.42,17.61,11.8,20.59
15851,388.44,2767.27,1.83,-1.97,26.97,20.61
15852,417.1,5361.66,2.37,29.89,19.16,8.5
15853,257.85,34586.41,0.82,22.66,18.8,7.49
15854,262.52,31343.13,2.34,39.06,-0.96,23.87
15855,93.52,20396.46,1.06,-1.3,5.12,21.22
15856,338.57,921.77,0.72,4.96,6.16,21.62
15857,226.01,35708.17,0.91,23.44,-4.3,19.94
15858,126.23,22256.53,1.78,8.82,20.18,12.78
15859,366.04,4666.66,2.77,35.92,2.68,13.64
15860,280.39,47809.56,0.78,9.86,13.63,12.81
15861,300.88,1220.57,1.83,13.77,23.78,6.66
15862,343.73,22186.8,2.18,19.55,-0.05,11.61
15863,34.75,40488.35,2.85,38.6,23.98,23.47
15864,31.35,26691.1,2.69,38.53,19.01,17.73
15865,77.35,32186.74,1.26,17.43,-4.28,2.51
15866,282.43,42812.23,1.18,6.68,17.98,21.56
15867,116.99,24822.61,1.5,26.4,2.03,14.82
15868,165.63,49228.4,2.06,3.48,27.33,21.3
15869,430.34,23438.06,1.49,17.29,0.64,13.32
15870,123.56,33910.75,1.13,37.07,3.63,21.63
15871,206.73,5360.05,2.02,18.28,18.32,12.87
15872,409.41,4260.05,1.51,-5.66,7.93,23.68
15873,321.68,41388.55,1.62,6.81,11.17,6.66
15874,393.8,12206.27,1.2,20.01,13.25,8.57
15875,32.01,15468.49,1.35,34.3,5.16,6.82
15876,193.76,38127.82,1.5,29.19,7.64,17.56
15877,452.82,44636.31,2.81,20.01,-4.91,18.64
15878,141.56,3842.6,1.88,9.77,23.05,4.98
15879,165.31,14035.77,2.96,-7.18,12.49,15.92
15880,436.21,41156.75,2.63,16.56,24.02,24.57
15881,275.6,33975.6,0.72,15.76,12.0,10.52
15882,23.63,31870.59,1.16,21.31,9.45,15.77
15883,291.43,40325.75,0.89,29.14,18.04,11.53
15884,119.47,15893.68,1.99,6.96,6.63,5.44
15885,165.97,16265.79,1.87,31.11,10.46,2.21
15886,53.21,3236.09,1.51,7.94,23.26,9.43
15887,453.72,18866.77,0.75,13.86,9.49,18.51
15888,307.19,24046.85,1.27,16.5,25.1,4.46
15889,251.81,1751.4,1.43,-3.61,3.6,12.71
15890,50.56,20291.45,2.16,-1.93,25.9,22.29
15891,34.72,46191.79,1.9,31.16,16.56,12.99
15892,106.72,29093.16,2.67,12.08,10.56,8.83
15893,403.0,2955.33,2.41,18.59,26.03,24.33
15894,337.48,45217.92,2.1,-1.37,-3.5,6.39
15895,390.57,6075.28,2.68,25.68,13.87,11.55
15896,348.84,22856.65,2.79,30.89,6.7,3.4
15897,100.99,19497.61,2.23,38.53,25.84,12.01
15898,243.62,16659.58,2.86,5.87,12.6,2.56
15899,248.69,329.86,0.81,24.49,-3.24,21.2
15900,209.76,37768.91,2.6,14.71,-0.06,18.24
15901,207.01,47008.99,2.15,-4.14,8.28,18.77
15902,132.78,18940.49,2.45,29.71,1.2,19.4
15903,144.92,20366.2,1.45,35.45,3.47,10.49
15904,434.36,29403.33,2.03,11.0,14.13,10.5
15905,112.3,25767.05,1.32,-8.82,-3.97,18.37
15906,20.35,870.06,2.09,33.62,-1.82,19.24
15907,305.62,17429.12,2.27,-2.81,26.02,15.01
15908,82.41,37278.01,1.58,2.75,6.08,20.56
15909,116.09,41051.79,1.14,38.39,18.45,19.78
15910,120.37,30345.74,2.7,-0.27,8.53,4.11
15911,325.79,26256.98,2.75,2.15,6.54,14.66
15912,267.02,20425.15,1.42,-1.11,29.01,14.05
15913,155.0,4975.95,2.7,3.6,25.94,13.02
15914,439.93,21565.31,1.64,1.46,0.48,9.99
15915,457.5,46436.96,1.61,20.13,22.99,24.27
15916,481.13,26741.34,1.14,15.01,0.88,2.46
15917,63.3,25165.03,2.05,36.65,26.18,11.78
15918,197.53,47421.93,1.77,15.59,28.07,0.79
15919,474.61,25009.5,2.07,2.93,25.59,20.89
15920,210.33,6595.4,2.73,6.88,11.96,12.18
15921,370.6,31931.09,1.52,-0.33,24.26,8.65
15922,26.02,33288.89,2.25,7.1,29.1,7.78
15923,338.38,19603.4,1.73,33.8,18.98,23.45
15924,93.47,23681.77,1.99,-3.88,10.88,24.36
15925,86.98,23677.66,1.48,-9.74,16.16,1.6
15926,424.33,40414.42,1.51,38.32,22.6,15.81
15927,177.27,15753.24,1.17,30.1,3.58,10.32
15928,179.97,44693.18,0.51,12.98,-0.44,14.14
15929,355.42,4540.71,2.84,11.36,17.78,12.88
15930,485.28,14195.0,2.59,24.25,7.41,10.78
15931,482.24,45165.72,1.77,38.44,19.02,6.02
15932,446.65,30239.9,2.7,-1.6,24.72,22.26
15933,147.38,35304.79,1.98,8.55,28.27,14.15
15934,116.97,40892.37,1.53,36.37,14.07,20.42
15935,284.81,37490.43,0.77,15.61,16.95,13.24
15936,38.63,47302.09,1.66,10.87,14.3,7.45
15937,348.04,45850.27,1.96,-2.73,-1.51,17.35
15938,490.43,19630.23,2.45,17.4,17.58,13.63
15939,453.79,11078.81,2.44,35.16,9.12,0.14
15940,133.68,40755.1,1.0,31.55,4.81,18.86
15941,468.94,44031.42,2.2,-1.05,5.61,11.93
15942,235.03,5654.49,2.48,19.11,-3.58,16.9
15943,402.06,11017.52,1.56,8.53,-1.1,5.39
15944,414.26,264.08,1.46,-2.82,14.49,14.88
15945,321.77,39101.36,0.62,-0.64,-2.3,8.86
15946,331.64,4124.43,1.02,32.76,15.18,0.92
15947,228.03,3897.67,2.57,-1.25,24.76,10.25
15948,264.81,27387.74,1.82,21.63,11.15,11.38
15949,226.59,39997.32,1.27,-4.45,19.84,3.81
15950,409.9,11139.36,2.22,36.35,6.67,4.38
15951,260.06,49678.84,1.98,22.52,1.64,15.88
15952,210.77,15637.65,0.58,1.06,26.86,10.84
15953,415.32,41936.11,2.11,7.9,24.8,0.92
15954,394.46,18459.18,1.2,29.91,25.37,2.47
15955,450.94,13528.68,1.49,5.01,28.73,2.31
15956,456.35,21928.53,2.61,6.32,2.81,16.63
15957,434.13,37025.55,2.0,1.21,26.98,6.09
15958,401.08,15663.11,2.9,-3.04,-3.89,18.31
15959,54.19,6503.1,0.78,27.75,4.74,0.64
15960,20.47,23193.06,1.01,14.86,-1.2,14.96
15961,62.11,43642.34,1.07,19.91,1.05,4.62
15962,337.08,33586.58,0.71,4.34,0.63,7.41
15963,278.37,2458.43,2.16,18.45,12.19,23.39
15964,426.73,3511.78,1.75,18.37,2.15,13.52
15965,102.61,32865.24,2.11,37.25,24.05,14.74
15966,273.6,8682.74,0.95,39.49,19.45,21.67
15967,425.5,40012.13,2.15,7.72,25.18,14.81
15968,394.03,21063.87,1.63,26.07,19.9,18.31
15969,485.53,208.96,2.97,7.9,18.75,2.55
15970,268.89,14434.45,0.91,39.99,10.1,23.02
15971,255.63,48670.53,0.55,18.29,3.68,13.61
15972,25.79,7866.8,1.12,2.68,0.9,1.81
15973,347.05,26170.0,1.5,39.55,1.5,14.3
15974,293.33,47284.51,1.71,36.38,4.75,10.99
15975,411.02,48035.89,1.09,31.79,13.93,2.33
15976,63.96,21316.09,2.55,34.29,1.69,19.53
15977,328.85,13841.52,2.29,15.96,16.15,10.56
15978,422.61,9705.81,1.85,4.87,24.6,1.91
15979,110.35,649.14,1.85,37.22,7.23,20.05
15980,354.91,6433.28,1.63,35.56,19.15,0.69
15981,98.99,28020.48,0.5,4.73,8.69,20.21
15982,324.27,49693.84,0.9,17.78,4.53,4.96
15983,303.49,27227.01,2.04,17.81,20.84,19.39
15984,183.45,18740.81,1.43,27.03,24.76,4.25
15985,136.63,24976.64,1.49,-6.0,-2.43,0.67
15986,21.24,15463.76,2.44,13.54,6.82,17.74
15987,391.12,20951.29,2.35,-0.24,0.71,24.07
15988,10.06,25510.2,1.81,4.58,-0.63,14.98
15989,450.0,26430.18,1.33,-6.54,29.96,7.23
15990,251.11,49164.43,1.68,3.55,18.14,1.2
15991,206.69,16009.35,2.98,15.7,7.93,19.2
15992,393.85,1862.76,2.01,6.87,18.47,16.78
15993,426.21,43188.04,2.26,-3.85,11.64,12.07
15994,192.97,32687.84,2.45,27.42,-2.62,0.29
15995,99.95,4443.65,2.28,-1.27,23.69,22.79
15996,407.53,14768.49,2.0,-7.31,0.0,9.35
15997,213.68,18214.39,1.75,7.62,12.08,14.11
15998,406.14,23307.67,2.4,17.05,-4.28,19.81
15999,147.83,24075.73,2.04,14.96,1.69,10.58
16000,368.23,29519.01,2.53,20.26,-3.15,1.51
16001,133.91,7435.25,1.74,8.68,21.43,13.43
16002,269.54,14973.84,0.74,24.0,20.76,13.22
16003,115.09,12004.37,1.56,31.39,17.62,21.53
16004,373.25,45351.85,2.96,-8.11,18.32,6.01
16005,272.62,6998.59,0.93,-9.61,2.91,13.4
16006,127.35,7467.0,1.26,20.35,7.44,14.44
16007,475.84,35217.6,2.56,37.38,27.1,7.09
16008,110.26,28272.62,2.47,23.71,6.77,0.34
16009,206.41,18627.13,1.15,7.25,7.32,10.92
16010,491.02,18015.6,1.29,14.29,-4.02,2.55
16011,426.57,10897.4,1.03,15.92,18.45,9.01
16012,403.12,41261.91,1.24,16.64,10.21,5.24
16013,373.74,20714.53,2.02,12.54,-4.56,18.35
16014,183.95,34572.84,1.48,14.38,-0.5,22.97
16015,39.74,10676.79,0.7,-5.94,11.07,4.1
16016,284.53,16073.33,1.93,8.81,-0.09,18.88
16017,163.67,36725.51,1.44,26.49,-3.26,21.2
16018,11.13,20575.61,2.79,-1.29,16.53,24.26
16019,270.68,2222.04,2.66,26.72,4.58,4.21
16020,97.76,14334.74,0.91,24.94,22.73,17.83
16021,155.77,48858.06,2.07,8.77,23.16,3.62
16022,176.11,26061.63,1.84,16.6,15.99,11.54
16023,19.77,3516.84,2.06,35.89,23.09,18.43
16024,48.99,38620.61,0.73,28.39,25.74,18.07
16025,150.6,40291.97,0.53,36.24,21.7,2.79
16026,451.87,32252.06,1.79,20.73,21.78,23.51
16027,228.85,26577.96,2.92,-4.2,12.56,1.03
16028,368.72,29374.81,1.9,25.26,-3.65,4.35
16029,362.42,13534.1,2.67,-3.87,3.38,0.62
16030,107.39,30094.7,2.37,0.93,19.83,0.18
16031,139.14,6763.5,2.21,-0.36,18.25,5.25
16032,104.31,22451.86,0.82,28.48,13.96,3.94
16033,232.68,17230.83,2.76,36.43,27.26,1.36
16034,382.64,27523.05,2.59,15.38,2.59,8.66
16035,371.97,24973.49,0.58,12.19,15.61,18.62
16036,217.72,38147.84,1.48,26.93,-1.64,16.36
16037,20.14,45676.81,2.82,-6.04,20.92,11.74
16038,240.54,899.03,2.5,-9.81,-1.86,5.11
16039,293.66,2439.82,2.2,20.28,25.9,7.29
16040,84.36,6472.31,2.65,38.35,2.56,5.94
16041,28.35,18848.13,1.03,-4.92,18.99,0.9
16042,390.84,15246.89,2.4,16.5,6.46,15.78
16043,30.41,42918.14,1.28,11.16,16.62,16.81
16044,61.24,15510.67,0.76,11.22,29.14,2.98
16045,27.46,29808.18,2.69,27.64,24.5,8.35
16046,454.64,12699.65,1.41,11.21,-4.14,19.44
16047,369.83,8288.14,2.22,27.33,19.56,4.63
16048,52.87,12742.62,1.23,34.31,10.24,7.47
16049,152.5,44038.28,2.61,-7.98,1.68,24.81
16050,350.9,25702.44,2.35,26.05,25.11,14.72
16051,465.97,34605.42,0.55,10.14,3.39,10.65
16052,436.18,31395.57,0.67,-1.53,17.91,17.83
16053,76.13,49771.29,2.54,35.42,6.25,16.49
16054,362.08,42150.19,2.69,18.21,20.79,21.99
16055,266.15,32973.07,0.57,4.67,15.7,24.79
16056,432.71,15503.13,1.13,31.37,24.32,15.78
16057,108.58,14685.73,0.57,29.49,29.36,4.14
16058,339.85,10575.64,2.56,6.15,3.43,21.89
16059,488.42,28192.59,1.39,10.34,9.64,23.77
16060,255.51,7751.0,1.48,34.62,27.88,10.05
16061,148.49,15190.1,0.55,-9.02,5.7,9.52
16062,37.39,12339.12,2.66,-2.69,23.12,13.06
16063,204.67,38313.89,1.65,37.43,13.28,22.59
16064,378.8,24808.69,2.07,-4.06,-3.5,13.41
16065,393.35,7415.98,2.19,23.3,9.61,20.44
16066,106.27,2573.39,2.66,-8.86,0.77,9.29
16067,147.4,43154.48,0.64,21.28,21.23,20.4
16068,113.9,9079.83,2.29,30.96,-0.95,16.55
16069,380.79,26815.73,1.45,4.61,-2.7,21.06
16070,104.54,42668.05,1.72,8.65,20.47,8.57
16071,451.79,14143.73,1.19,17.75,9.7,23.19
